version_uri,date,author_ar,author_lat,book,title_ar,title_lat,ed_info,id,status,tok_length,local_path,tags,author_from_uri,author_lat_shuhra,author_lat_full_name,char_length,author_uri
0377IbnAhmadFarisi.TacliqaCalaKitabSibawayh.Sham19Y0013245-ara1,377,الحسن بن أحمد بن عبد الغفار الفارسي الأصل، أبو علي (المتوفى: 377ه) :: أبو علي الفارسي,Ibn Ahmad Farisi,0377IbnAhmadFarisi.TacliqaCalaKitabSibawayh,التعليقة على كتاب سيبويه,Tacliqa Cala Kitab Sibawayh,د. عوض بن حمد القوزي (الأستاذ المشارك بكلية الآداب) :: الأولى، 1410ه - 1990م,Sham19Y0013245,pri,153699.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0377IbnAhmadFarisi/0377IbnAhmadFarisi.TacliqaCalaKitabSibawayh/0377IbnAhmadFarisi.TacliqaCalaKitabSibawayh.Sham19Y0013245-ara1,:: Sham@النحو والصرف,Ibn Ahmad Farisi,,,602007.0,0377IbnAhmadFarisi
0395IbnFarisQazwini.HilyatFuqaha.Sham19Y0013256-ara1,395,ابن فارس :: أحمد بن فارس بن زكرياء القزويني الرازي، أبو الحسين (المتوفى: 395ه),Ibn Faris Qazwini,0395IbnFarisQazwini.HilyatFuqaha,حلية الفقهاء,Hilyat Fuqaha,د. عبد الله بن عبد المحسن التركي :: الأولى (1403ه - 1983م) :: الشركة المتحدة للتوزيع - بيروت,Sham19Y0013256,pri,19334.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0395IbnFarisQazwini/0395IbnFarisQazwini.HilyatFuqaha/0395IbnFarisQazwini.HilyatFuqaha.Sham19Y0013256-ara1,:: Sham@الغريب والمعاجم ولغة الفقه,Ibn Faris Qazwini,,,81164.0,0395IbnFarisQazwini
0388AbuSulaymanKhattabi.BayanIcjazQuran.Sham19Y0013900-ara1,388,أبو سليمان حمد بن محمد بن إبراهيم بن الخطاب البستي المعروف بالخطابي (المتوفى: 388ه) :: الخطابي,Abu Sulayman Khattabi,0388AbuSulaymanKhattabi.BayanIcjazQuran,بيان إعجاز القرآن,Bayan Icjaz Quran,محمد خلف الله، د. محمد زغلول سلام :: الثالثة، 1976م :: دار المعارف بمصر,Sham19Y0013900,pri,10399.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0388AbuSulaymanKhattabi/0388AbuSulaymanKhattabi.BayanIcjazQuran/0388AbuSulaymanKhattabi.BayanIcjazQuran.Sham19Y0013900-ara1,:: Sham@علوم القرآن,Abu Sulayman Khattabi,,,43668.0,0388AbuSulaymanKhattabi
0384AbuHasanRummani.NukatFiIcjazQuran.Sham19Y0013981-ara1,384,الرماني ::  أبو الحسن علي بن عيسى بن علي بن عبد الله الإخشيدي، الوراق، الجامع، الرماني,"Abu Hasan Rummani :: al-Rummānī ::  Abū al-Ḥasan ʿAlī b. ʿĪsá b. ʿAlī b. ʿAbd Allāh al-Iḫšīdī, al-Warrāq, al-Jāmiʿ, al-Rummānī",0384AbuHasanRummani.NukatFiIcjazQuran,النكت في إعجاز القرآن,Nukat Fi Icjaz Quran,محمد خلف الله، د. محمد زغلول سلام :: الثالثة، 1976م :: دار المعارف بمصر,Sham19Y0013981,pri,7996.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0384AbuHasanRummani/0384AbuHasanRummani.NukatFiIcjazQuran/0384AbuHasanRummani.NukatFiIcjazQuran.Sham19Y0013981-ara1,:: Sham@علوم القرآن,Abu Hasan Rummani,al-Rummānī,"Abū al-Ḥasan ʿAlī b. ʿĪsá b. ʿAlī b. ʿAbd Allāh al-Iḫšīdī, al-Warrāq, al-Jāmiʿ, al-Rummānī",34263.0,0384AbuHasanRummani
0395IbnFarisQazwini.MutakhayyarAlfaz.Sham19Y0014264-ara1,395,ابن فارس :: أحمد بن فارس بن زكرياء القزويني الرازي، أبو الحسين (المتوفى: 395ه),Ibn Faris Qazwini,0395IbnFarisQazwini.MutakhayyarAlfaz,متخير الألفاظ,Mutakhayyar Alfaz,هلال ناجي :: الأولى، 1390ه - 1970م :: مطبعة المعارف، بغداد,Sham19Y0014264,pri,14402.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0395IbnFarisQazwini/0395IbnFarisQazwini.MutakhayyarAlfaz/0395IbnFarisQazwini.MutakhayyarAlfaz.Sham19Y0014264-ara1,:: Sham@الغريب والمعاجم ولغة الفقه,Ibn Faris Qazwini,,,59859.0,0395IbnFarisQazwini
0378IbnJallab.Tafric.Sham19Y0014590-ara1,378,عبيد الله بن الحسين بن الحسن أبو القاسم ابن الجلاب المالكي (المتوفى: 378ه) :: ابن الجلاب,Ibn Jallab,0378IbnJallab.Tafric,التفريع في فقه الإمام مالك بن أنس :: التفريع في فقه الإمام مالك بن أنس - رحمه الله -,Tafric,سيد كسروي حسن :: الأولى، 1428 ه - 2007 م :: دار الكتب العلمية، بيروت - لبنان,Sham19Y0014590,pri,84144.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0378IbnJallab/0378IbnJallab.Tafric/0378IbnJallab.Tafric.Sham19Y0014590-ara1,:: Sham@فقه مالكي,Ibn Jallab,,,343281.0,0378IbnJallab
0397IbnQassar.CuyunAdilla.Sham19Y0014608-ara1,397,أبو الحسن علي بن عمر بن أحمد البغدادي المالكي المعروف بابن القصار (المتوفى: 397ه) :: ابن القصار,Ibn Qassar,0397IbnQassar.CuyunAdilla,عيون الأدلة في مسائل الخلاف بين فقهاء الأمصار,Cuyun Adilla,د. عبد الحميد بن سعد بن ناصر السعودي :: 1426 ه - 2006 م :: مكتبة الملك فهد الوطنية، الرياض - المملكة العربية السعودية,Sham19Y0014608,pri,154730.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0397IbnQassar/0397IbnQassar.CuyunAdilla/0397IbnQassar.CuyunAdilla.Sham19Y0014608-ara1,:: Sham@فقه مالكي,Ibn Qassar,,,623741.0,0397IbnQassar
0377IbnAhmadFarisi.MasailBasriyyat.Sham19Y0016775-ara1,377,أبو علي الفارسي (ت 377 ه) :: أبو علي الفارسي,Ibn Ahmad Farisi,0377IbnAhmadFarisi.MasailBasriyyat,المسائل البصريات,Masail Basriyyat,د. محمد الشاطر أحمد محمد أحمد :: الأولى، 1405 ه - 1985 ه :: مطبعة المدني,Sham19Y0016775,pri,52848.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0377IbnAhmadFarisi/0377IbnAhmadFarisi.MasailBasriyyat/0377IbnAhmadFarisi.MasailBasriyyat.Sham19Y0016775-ara1,:: Sham@كتب اللغة,Ibn Ahmad Farisi,,,206888.0,0377IbnAhmadFarisi
0388AbuSulaymanKhattabi.AclamHadith.Sham19Y0016946-ara1,388,أبو سليمان حمد بن محمد الخطابي (ت 388 ه) :: الخطابي,Abu Sulayman Khattabi,0388AbuSulaymanKhattabi.AclamHadith,أعلام الحديث (شرح صحيح البخاري),Aclam Hadith,د. محمد بن سعد بن عبد الرحمن آل سعود :: الأولى، 1409 ه - 1988 م :: جامعة أم القرى (مركز البحوث العلمية وإحياء التراث الإسلامي),Sham19Y0016946,pri,222232.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0388AbuSulaymanKhattabi/0388AbuSulaymanKhattabi.AclamHadith/0388AbuSulaymanKhattabi.AclamHadith.Sham19Y0016946-ara1,:: Sham@شروح الحديث,Abu Sulayman Khattabi,,,894239.0,0388AbuSulaymanKhattabi
0386IbnAbiZaydQayrawani.JamicFiSunan.Sham19Y0018260-ara1,386,أبو محمد عبد الله بن أبي زيد القيرواني (المتوفى 386 ه) :: ابن أبي زيد القيرواني,Ibn Abi Zayd Qayrawani,0386IbnAbiZaydQayrawani.JamicFiSunan,الجامع في السنن والآداب والمغازي والتاريخ,Jamic Fi Sunan,الثانية، 1403 ه - 1983 م. :: مؤسسة الرسالة، بيروت - المكتبة العتيقة، تونس.,Sham19Y0018260,pri,22889.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0386IbnAbiZaydQayrawani/0386IbnAbiZaydQayrawani.JamicFiSunan/0386IbnAbiZaydQayrawani.JamicFiSunan.Sham19Y0018260-ara1,:: Sham@الرقاق والآداب والأذكار,Ibn Abi Zayd Qayrawani,,,91324.0,0386IbnAbiZaydQayrawani
0377IbnAhmadFarisi.MasailHalabiyyat.Sham19Y0018265-ara1,377,أبو علي الفارسي :: أبو علي الفارسي (المتوفى 377 ه),Ibn Ahmad Farisi,0377IbnAhmadFarisi.MasailHalabiyyat,المسائل الحلبيات,Masail Halabiyyat,د. حسن هنداوي، الأستاذ المشارك في جامعة الإمام محمد بن سعود الإسلامية فرع القصيم :: الأولى، 1407 ه - 1987 م. :: دار القلم للطباعة والنشر والتوزيع، دمشق - دار المنارة للطباعة والنشر والتوزيع، بيروت,Sham19Y0018265,pri,61065.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0377IbnAhmadFarisi/0377IbnAhmadFarisi.MasailHalabiyyat/0377IbnAhmadFarisi.MasailHalabiyyat.Sham19Y0018265-ara1,:: Sham@النحو والصرف,Ibn Ahmad Farisi,,,239193.0,0377IbnAhmadFarisi
0377IbnAhmadFarisi.MasailCaskariyyat.Sham19Y0018267-ara1,377,أبو علي النحوي :: أبو علي الفارسي,Ibn Ahmad Farisi,0377IbnAhmadFarisi.MasailCaskariyyat,المسائل العسكريات في النحو العربي,Masail Caskariyyat,د. علي جابر المنصوري (أستاذ النحو العربي ورئيس الدراسات العليا) :: 2002 م :: (الدار العلمية الدولية للنشر والتوزيع ودار الثقافة للنشر والتوزيع) (عمان - الأردن),Sham19Y0018267,pri,14331.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0377IbnAhmadFarisi/0377IbnAhmadFarisi.MasailCaskariyyat/0377IbnAhmadFarisi.MasailCaskariyyat.Sham19Y0018267-ara1,:: Sham@النحو والصرف,Ibn Ahmad Farisi,,,57690.0,0377IbnAhmadFarisi
0384AbuHasanRummani.SharhKitabSibawayh.Sham19Y0018282-ara1,384,الرماني ::  أبو الحسن علي بن عيسى بن علي بن عبد الله الإخشيدي، الوراق، الجامع، الرماني,"Abu Hasan Rummani :: al-Rummānī ::  Abū al-Ḥasan ʿAlī b. ʿĪsá b. ʿAlī b. ʿAbd Allāh al-Iḫšīdī, al-Warrāq, al-Jāmiʿ, al-Rummānī",0384AbuHasanRummani.SharhKitabSibawayh,شرح كتاب سيبويه [جزء من الكتاب (من باب الندبة إلى نهاية باب الأفعال) حقق كرسالة دكتوراه] :: شرح كتاب سيبويه للرماني,Sharh Kitab Sibawayh,,Sham19Y0018282,pri,98382.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0384AbuHasanRummani/0384AbuHasanRummani.SharhKitabSibawayh/0384AbuHasanRummani.SharhKitabSibawayh.Sham19Y0018282-ara1,:: Sham@النحو والصرف,Abu Hasan Rummani,al-Rummānī,"Abū al-Ḥasan ʿAlī b. ʿĪsá b. ʿAlī b. ʿAbd Allāh al-Iḫšīdī, al-Warrāq, al-Jāmiʿ, al-Rummānī",387787.0,0384AbuHasanRummani
0386IbnAbiZaydQayrawani.DhabbCanMadhhabImamMalik.Sham19Y0018606-ara1,386,أبو محمد عبد الله بن (أبي زيد) عبد الرحمن النفزي، القيرواني، المالكي (المتوفى: 386 ه) :: ابن أبي زيد القيرواني,Ibn Abi Zayd Qayrawani,0386IbnAbiZaydQayrawani.DhabbCanMadhhabImamMalik,الذب عن مذهب الإمام مالك,Dhabb Can Madhhab Imam Malik,د. محمد العلمي :: الأولى، 1432 ه - 2011 م :: المملكة المغربية - الرابطة المحمدية للعلماء - مركز الدراسات والأبحاث وإحياء التراث - سلسلة نوادر التراث (13),Sham19Y0018606,pri,70685.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0386IbnAbiZaydQayrawani/0386IbnAbiZaydQayrawani.DhabbCanMadhhabImamMalik/0386IbnAbiZaydQayrawani.DhabbCanMadhhabImamMalik.Sham19Y0018606-ara1,:: Sham@فقه مالكي,Ibn Abi Zayd Qayrawani,,,275291.0,0386IbnAbiZaydQayrawani
0377IbnAhmadFarisi.IdahCadudi.Sham19Y0020961-ara1,377,أبو علي الفارسي (288 - 377 ه) :: أبو علي الفارسي,Ibn Ahmad Farisi,0377IbnAhmadFarisi.IdahCadudi,الإيضاح العضدي,Idah Cadudi,د. حسن شاذلي فرهود (كلية الآداب - جامعة الرياض) :: الأولى، 1389 ه - 1969 م.,Sham19Y0020961,pri,24361.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0377IbnAhmadFarisi/0377IbnAhmadFarisi.IdahCadudi/0377IbnAhmadFarisi.IdahCadudi.Sham19Y0020961-ara1,:: Sham@النحو والصرف,Ibn Ahmad Farisi,,,100063.0,0377IbnAhmadFarisi
0399IbnAbiZamanaynIlbiri.MuntakhabAhkam.Sham19Y0133419-ara1,399,ابن أبي زمنين :: أبو عبد الله محمد بن عبد الله بن عيسى بن محمد بن إبراهيم ابن أبي زمنين (324 - 399 ه),Ibn Abi Zamanayn Ilbiri,0399IbnAbiZamanaynIlbiri.MuntakhabAhkam,منتخب الأحكام لابن أبي زمنين :: منتخب الأحكام,Muntakhab Ahkam,الدكتور/ عبد الله بن عطية الرداد الغامدي :: الأولى، 1419 ه - 1998 م :: المكتبة المكية - مؤسسة الريان,Sham19Y0133419,pri,37682.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0399IbnAbiZamanaynIlbiri/0399IbnAbiZamanaynIlbiri.MuntakhabAhkam/0399IbnAbiZamanaynIlbiri.MuntakhabAhkam.Sham19Y0133419-ara1,:: Sham@السياسة الشرعية والقضاء,Ibn Abi Zamanayn Ilbiri,,,146013.0,0399IbnAbiZamanaynIlbiri
0384AbuHasanRummani.ManazilHuruf.ShamAY0006997-ara1,384,الرماني ::  أبو الحسن علي بن عيسى بن علي بن عبد الله الإخشيدي، الوراق، الجامع، الرماني,"Abu Hasan Rummani :: al-Rummānī ::  Abū al-Ḥasan ʿAlī b. ʿĪsá b. ʿAlī b. ʿAbd Allāh al-Iḫšīdī, al-Warrāq, al-Jāmiʿ, al-Rummānī",0384AbuHasanRummani.ManazilHuruf,رسالة منازل الحروف :: رسالة منازل الحروف  :: منازل الحروف,Manazil Huruf,إبراهيم السامرائي :: دار الفكر - عمان,ShamAY0006997,pri,7775.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0384AbuHasanRummani/0384AbuHasanRummani.ManazilHuruf/0384AbuHasanRummani.ManazilHuruf.ShamAY0006997-ara1,:: ShamAY@النحو والصرف,Abu Hasan Rummani,al-Rummānī,"Abū al-Ḥasan ʿAlī b. ʿĪsá b. ʿAlī b. ʿAbd Allāh al-Iḫšīdī, al-Warrāq, al-Jāmiʿ, al-Rummānī",32410.0,0384AbuHasanRummani
0392IbnJinniMawsili.TamamFiTafsirAshcarHudhayl.ShamAY0031951-ara1,392,ابن جني ::  أبو الفتح عثمان بن جني بن جني الأزدي الموصلي,Ibn Jinni Mawsili :: Ibn Ǧinnī ::  Abū al-Fatḥ ʿUṯmān b. Ǧinnī b. Ǧinnī al-Azdī al-Mawṣilī,0392IbnJinniMawsili.TamamFiTafsirAshcarHudhayl,التمام في تفسير أشعار هذيل (مما أغفله أبو سعيد السكري) :: التمام في تفسير أشعار هذيل مما أغفله أبو سعيد السكري :: التمام في تفسير أشعار هذيل (مما أغفله أبو سعيد السكري),Tamam Fi Tafsir Ashcar Hudhayl,أحمد ناجي القيسي - خديجة عبد الرازق الحديثي - أحمد مطلوب :: الأولى، 1381ه - 1962م :: مطبعة العاني - بغداد,ShamAY0031951,pri,37082.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0392IbnJinniMawsili/0392IbnJinniMawsili.TamamFiTafsirAshcarHudhayl/0392IbnJinniMawsili.TamamFiTafsirAshcarHudhayl.ShamAY0031951-ara1,:: ShamAY@الأدب والبلاغة,Ibn Jinni Mawsili,Ibn Ǧinnī,Abū al-Fatḥ ʿUṯmān b. Ǧinnī b. Ǧinnī al-Azdī al-Mawṣilī,149929.0,0392IbnJinniMawsili
0388AbuSulaymanKhattabi.GharibHadith.ShamAY0032379-ara2,388,أبو سليمان حمد بن محمد بن إبراهيم بن الخطاب البستي المعروف بالخطابي (المتوفى: 388 هـ) :: أبو سليمان حمد بن محمد بن إبراهيم بن الخطاب البستي المعروف بالخطابي :: الخطابي,Abu Sulayman Khattabi,0388AbuSulaymanKhattabi.GharibHadith,غريب الحديث :: غريب الحديث للخطابي :: غريب الحديث,Gharib Hadith,عبد الكريم إبراهيم الغرباوي :: عبد القيوم عبد رب النبي :: 1402 هـ - 1982 م :: دار الفكر - دمشق,ShamAY0032379,pri,359499.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0388AbuSulaymanKhattabi/0388AbuSulaymanKhattabi.GharibHadith/0388AbuSulaymanKhattabi.GharibHadith.ShamAY0032379-ara2,:: ShamAY@الغريب والمعاجم ولغة الفقه,Abu Sulayman Khattabi,,,1482546.0,0388AbuSulaymanKhattabi
0395IbnMandahMuhammad.Juz.ShamAY0032747-ara1,395,ابن مندة ابن أبي الهيثم,Ibn Mandah Muhammad,0395IbnMandahMuhammad.Juz,الجزء 9 من حديث محمد بن منده لإسماعيل بن محمد الصفار- مخطوط,Juz,,ShamAY0032747,pri,2354.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0395IbnMandahMuhammad/0395IbnMandahMuhammad.Juz/0395IbnMandahMuhammad.Juz.ShamAY0032747-ara1,:: ShamAY@مخطوطات حديثية,Ibn Mandah Muhammad,,,8949.0,0395IbnMandahMuhammad
0379IbnMuzaffarBazzaz.Hadith.ShamAY0032751-ara1,379,الواحدي,Ibn Muzaffar Bazzaz,0379IbnMuzaffarBazzaz.Hadith,الجزء الأول والثاني من حديث ابن المظفر - مخطوط :: الجزء الأول والثاني من حديث ابن المظفر - مخطوط,Hadith,,ShamAY0032751,pri,8449.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0379IbnMuzaffarBazzaz/0379IbnMuzaffarBazzaz.Hadith/0379IbnMuzaffarBazzaz.Hadith.ShamAY0032751-ara1,:: ShamAY@مخطوطات حديثية,Ibn Muzaffar Bazzaz,,,31742.0,0379IbnMuzaffarBazzaz
0379IbnMuzaffarBazzaz.Fawaid.ShamAY0032753-ara1,379,أبو الحسين بن المظفر,Ibn Muzaffar Bazzaz,0379IbnMuzaffarBazzaz.Fawaid,الجزء الثاني من الفوائد المنتقاة الغرائب الحسان لابن المظفر - مخطوط,Fawaid,,ShamAY0032753,pri,6987.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0379IbnMuzaffarBazzaz/0379IbnMuzaffarBazzaz.Fawaid/0379IbnMuzaffarBazzaz.Fawaid.ShamAY0032753-ara1,:: ShamAY@مخطوطات حديثية,Ibn Muzaffar Bazzaz,,,26434.0,0379IbnMuzaffarBazzaz
0396IbnJundi.Fawaid.ShamAY0032763-ara1,396,,Ibn Jundi,0396IbnJundi.Fawaid,الفوائد الحسان الغرائب وفيه حديث الرقيم لابن الجندي - مخطوط,Fawaid,,ShamAY0032763,pri,3536.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0396IbnJundi/0396IbnJundi.Fawaid/0396IbnJundi.Fawaid.ShamAY0032763-ara1,:: ShamAY@مخطوطات حديثية,Ibn Jundi,,,13282.0,0396IbnJundi
0375IbnJacfarJabari.Ahadith.ShamAY0032772-ara1,375,,Ibn Jacfar Jabari,0375IbnJacfarJabari.Ahadith,أحاديث أبي محمد عبد الله بن جعفر بن إسحاق الجابري - مخطوط,Ahadith,,ShamAY0032772,pri,2712.0,https://raw.githubusercontent.com/OpenITI/0375AH/master/data/0375IbnJacfarJabari/0375IbnJacfarJabari.Ahadith/0375IbnJacfarJabari.Ahadith.ShamAY0032772-ara1,:: ShamAY@مخطوطات حديثية,Ibn Jacfar Jabari,,,10457.0,0375IbnJacfarJabari
0399AbuMuslimBaghdadi.Amali.ShamAY0032795-ara1,399,,Abu Muslim Baghdadi,0399AbuMuslimBaghdadi.Amali,مجلس من أمالي أبي مسلم الكاتب - مخطوط,Amali,,ShamAY0032795,pri,1254.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0399AbuMuslimBaghdadi/0399AbuMuslimBaghdadi.Amali/0399AbuMuslimBaghdadi.Amali.ShamAY0032795-ara1,:: ShamAY@مخطوطات حديثية,Abu Muslim Baghdadi,,,4897.0,0399AbuMuslimBaghdadi
0390IbnGhawri.Imla.ShamAY0032796-ara1,390,,Ibn Ghawri,0390IbnGhawri.Imla,مجلس من إملاء ابن الغوري - مخطوط,Imla,,ShamAY0032796,pri,949.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0390IbnGhawri/0390IbnGhawri.Imla/0390IbnGhawri.Imla.ShamAY0032796-ara1,:: ShamAY@مخطوطات حديثية,Ibn Ghawri,,,3664.0,0390IbnGhawri
0380AbuHusaynKuhayli.Hadith.ShamAY0032802-ara1,380,,Abu Husayn Kuhayli,0380AbuHusaynKuhayli.Hadith,من حديث أبي الحسين محمد بن إبراهيم بن سلمة الكهيلي- مخطوط,Hadith,,ShamAY0032802,pri,517.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0380AbuHusaynKuhayli/0380AbuHusaynKuhayli.Hadith/0380AbuHusaynKuhayli.Hadith.ShamAY0032802-ara1,:: ShamAY@مخطوطات حديثية,Abu Husayn Kuhayli,,,2012.0,0380AbuHusaynKuhayli
0390AbuFarajCukbari.Hadith.ShamAY0032805-ara1,390,,Abu Faraj Cukbari,0390AbuFarajCukbari.Hadith,من حديث أبي الفرج أحمد بن محمد بن إسحاق العكبري - مخطوط,Hadith,,ShamAY0032805,pri,249.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0390AbuFarajCukbari/0390AbuFarajCukbari.Hadith/0390AbuFarajCukbari.Hadith.ShamAY0032805-ara1,:: ShamAY@مخطوطات حديثية,Abu Faraj Cukbari,,,997.0,0390AbuFarajCukbari
0390AbuHafsKattani.Hadith.ShamAY0032809-ara1,390,,Abu Hafs Kattani,0390AbuHafsKattani.Hadith,من حديث أبي حفص عمر بن إبراهيم الكتاني - مخطوط,Hadith,,ShamAY0032809,pri,3862.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0390AbuHafsKattani/0390AbuHafsKattani.Hadith/0390AbuHafsKattani.Hadith.ShamAY0032809-ara1,:: ShamAY@مخطوطات حديثية,Abu Hafs Kattani,,,14311.0,0390AbuHafsKattani
0388AbuHasanIbnShah.Hadith.ShamAY0032814-ara1,388,,Abu Hasan Ibn Shah,0388AbuHasanIbnShah.Hadith,من حديث أبي نصر أحمد بن الحسن بن محمد بن الشاه - مخطوط,Hadith,,ShamAY0032814,pri,3063.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0388AbuHasanIbnShah/0388AbuHasanIbnShah.Hadith/0388AbuHasanIbnShah.Hadith.ShamAY0032814-ara1,:: ShamAY@مخطوطات حديثية,Abu Hasan Ibn Shah,,,11282.0,0388AbuHasanIbnShah
0385Daraqutni.AkhbarCamrIbnCubayd.ShamAY0032827-ara1,385,الدارقطني ::  أبو الحسن علي بن عمر بن أحمد بن مهدي بن مسعود بن النعمان بن¶    دينار بن عبد الله الدارقطني,Daraqutni :: al-Dāraquṭnī ::  Abū al-Ḥasan ʿAlī b. ʿUmar b. Aḥmad b. Mahdī b. Masʿūd b. al-Nuʿmān b.¶    Dīnār b. ʿAbd Allāh al-Dāraquṭnī,0385Daraqutni.AkhbarCamrIbnCubayd,جزء فيه من أخبار عمرو بن عبيد بن باب البصري المعتزلي وكلامه في القرآن وإظهار بدعته. :: أخبار عمرو بن عبيد المعتزلي,Akhbar Camr Ibn Cubayd,,ShamAY0032827,pri,1949.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0385Daraqutni/0385Daraqutni.AkhbarCamrIbnCubayd/0385Daraqutni.AkhbarCamrIbnCubayd.ShamAY0032827-ara1,:: ShamAY@مخطوطات حديثية,Daraqutni,al-Dāraquṭnī,Abū al-Ḥasan ʿAlī b. ʿUmar b. Aḥmad b. Mahdī b. Masʿūd b. al-Nuʿmān b.¶    Dīnār b. ʿAbd Allāh al-Dāraquṭnī,7451.0,0385Daraqutni
0381IbnMacrufBaghdadi.Fawaid.ShamAY0032880-ara1,381,أبو محمد عبيد الله بن أحمد بن معروف البغدادي,Ibn Macruf Baghdadi,0381IbnMacrufBaghdadi.Fawaid,الفوائد المنتقاة الغرائب لابن معروف بانتخاب الدارقطني - مخطوط :: الفوائد المنتقاة الغرائب - مخطوط  :: الفوائد المنتقاة الغرائب - مخطوط,Fawaid,,ShamAY0032880,pri,2015.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0381IbnMacrufBaghdadi/0381IbnMacrufBaghdadi.Fawaid/0381IbnMacrufBaghdadi.Fawaid.ShamAY0032880-ara1,:: ShamAY@مخطوطات حديثية,Ibn Macruf Baghdadi,,,7701.0,0381IbnMacrufBaghdadi
0398IbnHarunDabbi.Amali.ShamAY0032899-ara1,398,أبو عبد الله الحسين بن هارون الضبي,Ibn Harun Dabbi,0398IbnHarunDabbi.Amali,المجلس الخمسون والحادي والستون من أمالي الضبي - مخطوط  :: المجلس الخمسون والحادي والستون من أمالي الضبي - مخطوط,Amali,,ShamAY0032899,pri,6385.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0398IbnHarunDabbi/0398IbnHarunDabbi.Amali/0398IbnHarunDabbi.Amali.ShamAY0032899-ara1,:: ShamAY@مخطوطات حديثية,Ibn Harun Dabbi,,,24970.0,0398IbnHarunDabbi
0385IbnShahin.AhadithArbacRijal.ShamAY0032909-ara1,385,الواحدي :: أبو حفص عمر بن أحمد بن عثمان بن شاهين,Ibn Shahin,0385IbnShahin.AhadithArbacRijal,ما اجتمع عندي من الأحاديث بيني وبين رسول الله أربعة رجال - مخطوط  :: ما اجتمع عندي من الأحاديث بيني وبين رسول الله أربعة رجال - مخطوط :: ما اجتمع عندي من الأحاديث بيني وبين رسول الله أربعة رجال لابن شاهين - مخطوط,Ahadith Arbac Rijal,,ShamAY0032909,pri,5475.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0385IbnShahin/0385IbnShahin.AhadithArbacRijal/0385IbnShahin.AhadithArbacRijal.ShamAY0032909-ara1,:: ShamAY@مخطوطات حديثية,Ibn Shahin,,,21222.0,0385IbnShahin
0386IbnCumarHarbi.Fawaid.ShamAY0032911-ara1,386,الواحدي :: أبو الحسن علي بن عمر السكري الحربي,Ibn Cumar Harbi,0386IbnCumarHarbi.Fawaid,الجزء الثالث من الفوائد المنتقاة (الحربيات) - مخطوط :: الجزء الثالث من الفوائد المنتقاة (الحربيات) - مخطوط  :: الجزء الثالث من الحربيات لعلي بن عمر الحربي - مخطوط,Fawaid,,ShamAY0032911,pri,5086.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0386IbnCumarHarbi/0386IbnCumarHarbi.Fawaid/0386IbnCumarHarbi.Fawaid.ShamAY0032911-ara1,:: ShamAY@مخطوطات حديثية,Ibn Cumar Harbi,,,19748.0,0386IbnCumarHarbi
